"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia","ECS","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","80.1606063842773","79.4838409423828","75.8353576660156","79.6324462890625","79.5449676513672","79.5821380615234","77.9844665527344","78.7790679931641","79.2584762573242","79.6277694702148","80.1206588745117","80.7650527954102","77.5767364501953","82.5515289306641","82.8187866210938","83.5985336303711","84.0167083740234","84.4997711181641","84.3468627929688","84.2921676635742","85.0911407470703","85.7787628173828","86.2192230224609","86.7377090454102","87.099609375","87.8097763061523","89.5306777954102","90.7445526123047","89.9964218139648","90.0786209106445","89.2604217529297","90.3788833618164","90.0868530273438","89.257682800293","93.4961013793945","92.9059371948242","91.8419570922852","91.4676513671875","91.4909362792969","91.4267425537109","90.7705688476562","91.4404067993164","91.8191223144531","92.0197601318359","95.8198165893555","91.3193817138672","91.2985000610352","",
"Ecuador","ECU","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","23.2371501922607","24.3495998382568","","","30.6478500366211","34.2329483032227","35.6950912475586","38.7171783447266","40.9804306030273","","44.6329917907715","47.0021095275879","48.2995185852051","47.382999420166","50.1932792663574","","","","","","","","","46.7026786804199","","","","","54.6507797241211","55.1087608337402","54.8217086791992","55.4225883483887","55.7594184875488","57.1174812316895","59.3303489685059","61.0023002624512","63.0506896972656","","78.5178298950195","84.4529113769531","82.4442367553711","84.5984420776367","92.0761795043945","99.0323791503906","101.777893066406","100.934829711914","98.031852722168","96.9423294067383","95.7784194946289","101.90550994873","103.800712585449","96.8460922241211","",
"Egypt, Arab Rep.","EGY","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","34.6702613830566","36.7226409912109","40.8397216796875","47.2584114074707","45.4747886657715","46.8994293212891","","","47.6719589233398","","","","","","","","","","","65.4923400878906","","","","","","","","82.4409866333008","78.6282424926758","76.4508209228516","","","","","67.5219802856445","","","","73.1651306152344","72.2138290405273","","76.4383697509766","75.0552062988281","76.425910949707","80.2930297851562","80.0930709838867","86.1105728149414","","",
"Euro area","EMU","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","71.0796737670898","71.4262466430664","72.7270202636719","73.6589431762695","73.9385986328125","75.051887512207","75.1834487915039","75.7511291503906","75.6158905029297","75.0363922119141","75.0891189575195","75.5891189575195","76.2103424072266","77.1451263427734","78.5244903564453","81.1001434326172","82.736930847168","84.5716323852539","85.7620620727539","86.1489181518555","87.1637878417969","85.71923828125","85.2203216552734","85.4391784667969","85.7623596191406","85.6321487426758","85.5472030639648","85.8019180297852","85.9732513427734","85.9349975585938","85.7479476928711","85.559196472168","86.1501312255859","88.3055114746094","88.8252792358398","88.1923980712891","87.1220932006836","86.7286605834961","86.7650604248047","86.3168182373047","85.768180847168","85.2954025268555","84.685432434082","84.6089782714844","85.1133193969727","84.6003799438477","84.4358215332031","84.455322265625","85.4672622680664","85.5300216674805","",
"Eritrea","ERI","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2413692474365","27.6988697052002","30.7385807037354","29.7139492034912","","44.5058097839355","45.0269393920898","43.6952209472656","49.092170715332","45.3766098022461","47.8607482910156","","49.9558906555176","50.8429183959961","50.7787208557129","51.9001502990723","52.4011383056641","","","61.6300010681152","52.257999420166","45.8882904052734","","42.554069519043","45.8017883300781","47.3009986877441","","","","",
"Spain","ESP","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","75.6088409423828","80.0530700683594","81.9174575805664","80.5406875610352","81.9836578369141","84.8802871704102","86.7272567749023","88.3068466186523","92.8489227294922","91.3535995483398","92.6776809692383","","","94.9617080688477","98.062858581543","","","","","","","","","","","","","","","80.8061218261719","81.5257720947266","","","","88.6861572265625","88.9792022705078","89.0028228759766","90.7268829345703","89.8320007324219","90.2218399047852","90.4282073974609","94.7043914794922","","",
"Estonia","EST","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4917602539062","93.6610794067383","","","85.9963531494141","90.0767364501953","93.5041885375977","98.5650863647461","","100.835296630859","102.682693481445","106.026901245117","","104.68123626709","107.829460144043","107.137428283691","104.384857177734","102.136001586914","104.73607635498","103.874473571777","103.292457580566","100.801750183105","102.243988037109","99.6940231323242","101.154151916504","98.4880218505859","98.8113327026367","99.9616775512695","",
"Ethiopia","ETH","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.496919631958","19.2603206634521","","","","","","11.6165199279785","11.257269859314","11.1017198562622","","","8.80401992797852","","","","","","17.7910804748535","","","27.3615608215332","26.5481090545654","27.6038703918457","","25.3304405212402","","29.201099395752","29.744140625","","","","","","","","",
"European Union","EUU","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","65.5264587402344","75.9226531982422","76.0635604858398","76.5534973144531","76.849967956543","77.7515182495117","78.6000289916992","78.6461029052734","71.3142623901367","79.2913970947266","79.7943878173828","79.7345581054688","79.3039398193359","78.8857192993164","79.5022811889648","80.0807266235352","80.993896484375","82.1440734863281","75.931396484375","85.9474716186523","86.984016418457","87.8902130126953","88.3002624511719","89.0956573486328","88.1485824584961","87.1584320068359","87.5394515991211","88.0177993774414","87.8485565185547","87.953010559082","88.1286010742188","88.1854400634766","88.2218627929688","88.1625900268555","88.0858612060547","87.9724731445312","89.7279510498047","89.9352035522461","89.892936706543","89.8529891967773","89.2352676391602","89.9452667236328","88.4713134765625","87.8549499511719","87.4998168945312","86.918212890625","86.8712615966797","87.1986389160156","86.8969573974609","87.0625610351562","86.9874420166016","87.2177276611328","87.3091201782227","",
"Fragile and conflict affected situations","FCS","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","30.778959274292","30.6941394805908","31.0355796813965","31.8572902679443","31.7818298339844","31.9186992645264","31.4416904449463","30.7957496643066","31.0139102935791","30.9048404693604","30.5529003143311","30.8195304870605","30.422700881958","30.4175395965576","30.5386199951172","30.8538208007812","30.8794593811035","30.8461399078369","30.9154491424561","30.6608295440674","30.4562492370605","30.3068904876709","30.1806793212891","29.9349308013916","29.8388404846191","30.031099319458","30.0222091674805","30.2085609436035","30.6155891418457","30.5289192199707","31.2680206298828","32.4546394348145","34.0884284973145","35.680721282959","36.8120918273926","37.4443206787109","38.1599807739258","39.1073303222656","40.7190093994141","40.1435317993164","42.514778137207","42.9214897155762","42.9688301086426","42.7670097351074","43.6035690307617","44.1315689086914","44.555908203125","45.058780670166","45.5116806030273","45.7464218139648","45.9729881286621","46.1704292297363","","",
"Finland","FIN","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.845207214355","108.952911376953","108.19962310791","106.505142211914","106.473930358887","107.7138671875","107.136138916016","106.411781311035","","","","","","","","","","101.234718322754","101.412063598633","","99.2449188232422","","99.4255828857422","98.7855224609375","99.4440307617188","99.3173217773438","99.1702117919922","99.5762634277344","98.9883193969727","99.4827880859375","99.8045425415039","100.025871276855","99.9983062744141","99.6361999511719","99.5950088500977","99.8744812011719","",
"Fiji","FJI","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","42.1026191711426","50.5959014892578","56.4379081726074","","","67.8890075683594","","63.325439453125","63.4097595214844","61.4035110473633","","60.4142799377441","60.7170104980469","58.4619293212891","55.7043113708496","","","","","","","","","","","","","","","","","79.8691024780273","79.5372085571289","","","","84.5501174926758","82.6911087036133","84.1320037841797","89.4749984741211","86.8527984619141","91.2639999389648","92.5080032348633","91.5110015869141","94.9889984130859","93.3479995727539","93.7320022583008","95.4219970703125","96.6630020141602","100.158996582031","95.4720001220703","",
"France","FRA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","71.4189071655273","70.1445693969727","71.6248474121094","73.1526565551758","","63.2683486938477","63.444580078125","","64.9125823974609","64.6051177978516","68.1434631347656","","82.3951568603516","87.7930526733398","90.628776550293","89.3764038085938","89.9395370483398","80.0377731323242","79.2676010131836","80.8479080200195","","","","","","","","","89.9194412231445","98.2652282714844","97.3445281982422","99.4675369262695","97.7274017333984","96.5806503295898","97.1985397338867","98.7158813476562","97.2954330444336","97.228271484375","96.0910568237305","98.4528503417969","99.6492767333984","99.3440399169922","99.4796905517578","100.033973693848","99.7745666503906","100.141258239746","",
"Faroe Islands","FRO","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7409973144531","86.6129989624023","84.4889984130859","83.4380035400391","80.5429992675781","83.5879974365234","74.7779998779297","73.9309997558594","74.5449981689453","76.3109970092773","",
"Gabon","GAB","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","9.28732013702393","10.5479097366333","12.1058702468872","14.9939699172974","","","","","","16.0558605194092","15.4721899032593","","14.3361797332764","15.4619998931885","15.866250038147","15.8001203536987","14.9886198043823","14.957010269165","","","","","","","20.1776905059814","","","","","","","","","","","","","","","","","","","","","","","","54.3880004882812","","","","",
"United Kingdom","GBR","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7535629272461","98.6716766357422","97.1764831542969","95.7201919555664","96.6136322021484","97.405143737793","",
"Georgia","GEO","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.3109588623047","85.0252990722656","88.3737411499023","","89.4361114501953","89.4982223510742","90.1620101928711","91.5787887573242","90.3549118041992","89.004768371582","97.3571014404297","101.189697265625","106.379432678223","101.79216003418","100.170486450195","107.58910369873","","110.247528076172","112.194107055664","106.529197692871","109.021362304688","109.365432739258","107.185508728027","105.181762695312","118.413986206055","118.666542053223","102.061790466309","98.0543823242188","",
"Ghana","GHA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","45.0452613830566","45.6616096496582","","46.3348617553711","44.6685981750488","","","","","","","","","","","","","","42.0920486450195","","52.902660369873","53.0126914978027","","","","","","","46.7820014953613","47.9894599914551","45.055721282959","49.3581886291504","47.5500297546387","49.5025291442871","52.6692085266113","","","62.1446990966797","70.087158203125","","66.6400527954102","65.3125","67.7068710327148","65.6477127075195","71.9701995849609","","69.859977722168","73.9395065307617","74.0793914794922","","","","",
"Gibraltar","GIB","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.305793762207","114.851486206055","","112.254898071289","120.797721862793","124.175819396973","126.756759643555","",
"Guinea","GIN","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","11.5363798141479","8.45221996307373","","","","8.63860988616943","7.34791994094849","6.80539989471436","5.5410099029541","6.24751996994019","6.90663003921509","8.00471019744873","7.77824020385742","8.34899997711182","10.5000095367432","","","","9.65038013458252","","11.434700012207","12.6220998764038","","16.5953903198242","21.3746700286865","23.0449695587158","24.7667102813721","30.0723705291748","","33.1749382019043","34.5459785461426","30.5673694610596","35.2967987060547","35.4807586669922","34.7083587646484","26.7779998779297","31.261999130249","","34.0779991149902","34.2210006713867","34.7387008666992","35.1110000610352","","",
"Gambia, The","GMB","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","9.32246971130371","","9.95294952392578","10.6524801254272","10.1498403549194","12.1138896942139","12.0872001647949","12.2982702255249","12.8500604629517","13.9202899932861","15.0675497055054","16.6259899139404","18.0134506225586","18.5128707885742","","","","","","","","","","","","32.4804496765137","34.5673599243164","34.5839004516602","34.3696403503418","43.5063514709473","50.0437698364258","55.1682815551758","54.836368560791","52.268970489502","47.7991485595703","50.4361381530762","50.7505798339844","54.4130592346191","55.5642890930176","55.4118499755859","54.826530456543","55.0699996948242","52.0610008239746","50.1829986572266","50.8520011901855","49.5550804138184","50.7698707580566","54.3866996765137","52.1650009155273","54.5449981689453",
"Guinea-Bissau","GNB","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","1.36714005470276","2.12002992630005","3.3199999332428","2.35097002983093","","2.63527989387512","5.1768798828125","2.43143010139465","7.02997016906738","5.83537006378174","","3.24737000465393","","3.96706008911133","","","","","","","","","","","12.5841703414917","","","","","","","","","","36.9485092163086","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9724702835083","","","","","13.2743797302246","","","","","","19.2528095245361","22.4951992034912","","","20.0921993255615","","","","","","","","",
"Greece","GRC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","52.2554702758789","55.0105400085449","62.8447494506836","62.2339286804199","66.5391998291016","68.3933868408203","67.9626770019531","67.8944473266602","70.3009796142578","75.62109375","","81.6728286743164","82.3042373657227","79.8774185180664","80.7882995605469","83.1963806152344","86.6592178344727","87.9153213500977","89.4744186401367","86.2138519287109","87.2349319458008","87.4758224487305","","","","","","","","","","","","","101.146759033203","92.6189422607422","101.118171691895","","","102.896499633789","99.3447113037109","100.1474609375","96.9498901367188","90.3955383300781","90.5968933105469","90.6232223510742","92.7664184570312","93.0550994873047","93.7621994018555","93.8030090332031","95.2389678955078","","",
"Grenada","GRD","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","49.8128890991211","","","","","","","","","","73.530891418457","","","","","","","","","93.2045974731445","93.2580032348633","","80.8661422729492","","79.2863388061523","86.1390686035156","105.491882324219","","","","102.077003479004","96.6753234863281","85.010368347168","95.3774108886719","","","","","","","",
"Greenland","GRL","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","8.25150012969971","","","","11.135009765625","13.349479675293","","","18.5945892333984","18.8244209289551","","","","","","","","","","","","","","","","","","","27.2006206512451","29.9685592651367","32.968189239502","36.1429481506348","","38.6136093139648","40.356559753418","44.6287803649902","46.959529876709","49.2552909851074","52.2998008728027","55.6314506530762","59.0723686218262","58.8451995849609","56.9629096984863","58.7329902648926","62.9456405639648","63.8793106079102","58.037540435791","58.1000709533691","58.2871894836426","57.8144989013672","56.0023498535156","50.5782814025879","",
"Guam","GUM","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","51.5750007629395","45.2121086120605","45.8350486755371","44.6847190856934","","45.1645812988281","","67.6118927001953","66.3957901000977","69.8857498168945","77.9946823120117","76.6360092163086","67.7281723022461","64.4195098876953","","","79.2607421875","","","","82.9494400024414","75.4365386962891","75.0892868041992","","","80.5879364013672","81.7687377929688","","78.9103469848633","90.2233200073242","73.3324508666992","","","","","","","74.3784484863281","80.1216278076172","83.1723175048828","","","","","","","","","","","","","",
"High income","HIC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","84.9412307739258","85.9709625244141","86.4246826171875","86.8936462402344","86.9219131469727","83.9319305419922","87.6464080810547","87.9854431152344","90.2248306274414","86.6702117919922","88.402458190918","89.0746612548828","89.0200424194336","89.4165496826172","90.185791015625","87.5670776367188","92.0651931762695","92.8572616577148","93.2130813598633","93.3944396972656","94.0451202392578","94.0240631103516","93.7785797119141","93.8122024536133","94.0460586547852","94.1420135498047","94.1861572265625","94.7247467041016","94.8709182739258","95.036979675293","95.2595596313477","95.2859573364258","95.3509368896484","96.0682525634766","96.2723693847656","96.2477722167969","96.4339065551758","96.5440368652344","96.7266082763672","96.2862930297852","96.0858535766602","95.7777786254883","95.886962890625","95.8600082397461","95.7564697265625","95.4278335571289","95.6871871948242","95.3869934082031","95.4882278442383","95.6095886230469","",
"Hong Kong SAR, China","HKG","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","50.5956382751465","55.3647804260254","63.4998016357422","72.436279296875","68.6965408325195","64.1371383666992","","","","","","68.7036819458008","72.0594177246094","75.0603866577148","76.3673324584961","76.6324691772461","77.3809127807617","","","","","92","91.6201171875","90.9836120605469","95.0497131347656","93.1137390136719","102.075981140137","98.3633193969727","102.358436584473","98.7374725341797","97.1336517333984","97.4772720336914","96.56201171875","104.238830566406","104.758392333984","103.616920471191","113.934776306152","103.328948974609","96.0235137939453","96.466178894043","112.355506896973","91.5842895507812","88.3296890258789","",
"Honduras","HND","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9488391876221","","","","","","","","","","","","","","42.8459396362305","","46.1436882019043","","","","","43.6230087280273","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","17.8409004211426","17.717960357666","17.9071598052979","17.9254207611084","17.8625202178955","17.8691692352295","17.877649307251","18.0550899505615","18.2799091339111","18.3645401000977","18.7049808502197","18.9370899200439","18.869140625","18.8774700164795","18.9734497070312","18.9854698181152","18.8280601501465","18.6256809234619","18.8254108428955","18.7026996612549","18.987979888916","19.3248100280762","18.9960098266602","19.488410949707","19.4463691711426","20.3537998199463","20.4640197753906","20.6082191467285","20.7112293243408","20.9180297851562","21.5591201782227","21.9907398223877","23.1729793548584","23.8562107086182","24.6578807830811","25.8270397186279","27.3482208251953","29.0144805908203","31.3297996520996","32.7061004638672","34.0760116577148","35.2115211486816","35.9706497192383","36.8443794250488","37.9346504211426","38.9443511962891","39.3579902648926","39.697078704834","40.2061614990234","40.4724082946777","41.0100898742676","41.2884788513184","","",
"Croatia","HRV","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.5755920410156","84.9538192749023","83.8191680908203","81.4990234375","","84.4993667602539","","101.727081298828","103.369071960449","98.908073425293","","100.306282043457","97.9010925292969","100.182899475098","95.7729721069336","98.7914123535156","97.9667892456055","97.9376602172852","96.1163482666016","","","","97.4036178588867","96.0098724365234","96.9025497436523","99.557991027832","96.0721893310547","97.3795928955078","","",
"Haiti","HTI","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","7.38809013366699","8.70771026611328","10.0914402008057","10.7587604522705","12.256739616394","12.4554901123047","14.1027898788452","","17.5541191101074","15.4697599411011","16.8023109436035","16.915319442749","17.8309993743896","18.0687198638916","18.3210601806641","","","","","","26.5596809387207","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","84.8728637695312","88.2738723754883","88.1206436157227","89.7698822021484","88.2972106933594","87.0466766357422","92.4505386352539","91.3757934570312","92.2844696044922","93.1313934326172","95.7349700927734","96.8770904541016","92.2200698852539","92.4763793945312","90.5525817871094","91.7670211791992","91.3863677978516","99.0343704223633","94.4694900512695","87.1032104492188","89.8179626464844","88.9749908447266","89.2222900390625","","","","92.7717132568359","","","","","","","","","","","","","","","","95.1700897216797","95.3011322021484","93.6393432617188","93.4738998413086","93.6594467163086","94.8727722167969","95.2905426025391","93.7587966918945","98.2807388305664","","",
"IBRD only","IBD","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","51.652759552002","52.0382385253906","52.0140495300293","53.2904014587402","53.5750885009766","54.402458190918","56.2355499267578","57.2374687194824","57.0615310668945","57.800968170166","58.6199188232422","60.0942993164062","61.7692108154297","63.539478302002","65.2934722900391","67.4836120605469","70.0453796386719","72.5162811279297","74.6492614746094","76.5373229980469","76.5596694946289","78.2728118896484","79.0081405639648","80.0992431640625","81.6639785766602","83.4183502197266","83.7729415893555","83.3064880371094","83.2095336914062","82.9714279174805","84.4416809082031","83.8321228027344","83.5142974853516","84.6410522460938","86.9993515014648","87.8851089477539","87.7797317504883","",
"IDA & IBRD total","IBT","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4000816345215","47.5615501403809","47.4914703369141","48.3586311340332","48.4325790405273","48.9916610717773","50.2348709106445","50.9506301879883","50.8112411499023","51.4602890014648","52.0960083007812","53.312858581543","54.4062309265137","55.8612098693848","57.3775787353516","59.3009490966797","61.5657196044922","63.402271270752","64.9599685668945","66.488899230957","66.2561721801758","67.5219802856445","68.2226715087891","69.0754318237305","70.2139129638672","71.5007095336914","71.8758316040039","71.5581283569336","71.6372528076172","71.6611404418945","72.5748672485352","72.1020889282227","72.0912094116211","72.7455825805664","74.1775894165039","74.646842956543","74.3938064575195","",
"IDA total","IDA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","27.5214595794678","27.9327507019043","28.6790790557861","29.3459396362305","29.5342407226562","29.3962306976318","28.8148097991943","29.6077499389648","29.9649105072021","29.9646301269531","30.1606197357178","29.8593292236328","30.1072597503662","30.1287097930908","30.286190032959","30.4848403930664","30.5208301544189","30.6660594940186","30.7266902923584","31.2434005737305","31.3647003173828","31.5350894927979","31.8050193786621","32.2884788513184","33.0926818847656","34.0866813659668","35.4708518981934","36.4140090942383","36.548210144043","37.1420211791992","38.4889488220215","39.7787895202637","41.3663711547852","42.4748611450195","43.2905311584473","44.244758605957","45.3686714172363","46.1331787109375","47.0840492248535","47.9224891662598","48.5675315856934","48.9142990112305","49.9238204956055","49.9914817810059","50.0770416259766","","","",
"IDA blend","IDB","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.300121307373","35.5696487426758","36.4606895446777","38.4505310058594","40.109260559082","40.4086990356445","40.9074783325195","42.4972686767578","43.914249420166","45.2146301269531","45.9694290161133","46.7758407592773","47.1911506652832","48.1111488342285","48.7517890930176","48.9087982177734","49.3465385437012","50.0290985107422","49.8432998657227","50.271240234375","50.6026191711426","50.4771995544434","","","",
"Indonesia","IDN","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","12.9370498657227","","","","","","","","","","","","","36.4183387756348","39.0439987182617","41.3177185058594","","50.4808692932129","","","","","","","52.103630065918","","","","","","","71.9359893798828","74.9578704833984","76.0020294189453","72.4749374389648","74.6575622558594","80.7571334838867","77.3115692138672","84.0852127075195","86.6886978149414","89.9990463256836","83.5805587768555","82.7555923461914","91.0999984741211","96.7713165283203","99.347297668457","95.2887496948242","100.800003051758","101.694999694824","100.637001037598","100.579002380371","102.411003112793","",
"IDA only","IDX","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","25.7109203338623","25.7402000427246","26.1391906738281","26.9858303070068","26.6870899200439","26.8658905029297","25.2276802062988","25.6893291473389","26.7354202270508","27.672550201416","27.9121494293213","27.6535491943359","26.7727699279785","27.9406108856201","28.3684997558594","28.2968406677246","28.5561103820801","28.0038509368896","28.2946491241455","28.2003498077393","28.3020992279053","28.5402698516846","28.5297794342041","28.7075805664062","28.7711200714111","29.4524192810059","29.5724792480469","29.7643909454346","30.0901508331299","30.7038307189941","31.7785892486572","32.8210983276367","33.8830795288086","34.4653701782227","34.5168914794922","35.1618118286133","36.3946685791016","37.6157913208008","39.3661499023438","40.6560897827148","41.4793090820312","42.7089691162109","43.9414405822754","44.7821807861328","46.1406707763672","47.1856498718262","47.8158493041992","48.4371490478516","49.7458000183105","49.6785202026367","49.8699684143066","49.9407081604004","","",
"Isle of Man","IMN","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.5033416748047","42.5589294433594","43.2211494445801","","","","","","","","","","","","","55.6588401794434","58.9382781982422","","","64.9055023193359","","70.5070571899414","","","78.9789962768555","","82.4580001831055","86.9749984741211","86.1210021972656","86.2600021362305","85.9739990234375","","85.7720565795898","88.2180480957031","90.234001159668","90.0370025634766","85.4769973754883",
"Not classified","INX","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0368576049805","98.8020706176758","96.8397979736328","95.8257827758789","97.0164184570312","97.0037536621094","97.9725570678711","98.3236465454102","97.8605499267578","99.3231811523438","98.5120468139648","98.5221786499023","97.7907028198242","98.6771926879883","99.9087677001953","100.337783813477","","","100.84992980957","98.851936340332","99.4021835327148","100.112197875977","99.0575637817383","101.174850463867","100.31714630127","100.047698974609","","",
