"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"St. Lucia","LCA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","41.2400588989258","38.6991882324219","","51.2412490844727","49.2859382629395","","","","","","","","","","","","73.424430847168","77.2229995727539","76.7341003417969","77.5892868041992","76.930061340332","75.7981109619141","79.6374588012695","","89.0587463378906","88.6261596679688","112.897468566895","100.387939453125","94.8631210327148","93.1511306762695","90.7202682495117","91.0894393920898","","90.5853271484375","93.1623916625977","86.4833908081055","89.9495468139648","","88.4550018310547","87.5873413085938","",
"Latin America & Caribbean","LCN","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","26.9614601135254","29.1409492492676","30.4400501251221","31.5530605316162","34.0550918579102","35.5757102966309","36.4014282226562","37.182991027832","38.5402488708496","40.5260810852051","41.964771270752","42.0326881408691","43.7456016540527","44.6951293945312","46.231559753418","46.7290306091309","48.0017013549805","48.5237312316895","49.5722007751465","50.6268615722656","51.0967712402344","51.6712799072266","52.4018402099609","52.745849609375","53.7760391235352","54.6872406005859","55.9062995910645","57.4169006347656","58.2163887023926","58.7835807800293","59.8243408203125","60.5796012878418","62.2899284362793","63.211311340332","64.2958984375","65.8962783813477","66.443603515625","67.1640396118164","68.1828918457031","69.3441009521484","70.0449066162109","69.9891128540039","69.5686721801758","69.5053024291992","69.4999465942383","71.4450912475586","72.6398086547852","72.6430816650391","72.0752868652344","72.2998123168945","72.5267715454102","74.1959762573242","74.1250762939453","",
"Least developed countries: UN classification","LDC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","23.3674507141113","23.5170593261719","23.4350109100342","23.58131980896","23.5863800048828","23.5727996826172","23.6408596038818","23.655460357666","23.8715896606445","24.1214809417725","23.9804096221924","24.2569007873535","24.4700794219971","24.593900680542","24.5847396850586","24.5817794799805","24.8510093688965","24.8021602630615","24.7982597351074","24.8268909454346","24.7527904510498","25.0258598327637","25.0545997619629","25.7436599731445","25.8744602203369","25.8978805541992","26.3154697418213","26.9807300567627","28.1123294830322","29.4971904754639","30.4920406341553","30.9157695770264","30.8512992858887","31.3468894958496","32.5803909301758","33.9269981384277","35.6835594177246","37.0342216491699","37.8771896362305","39.4150810241699","40.8772087097168","42.127010345459","43.698299407959","44.6291618347168","45.3317489624023","45.926139831543","47.1901092529297","47.0552787780762","47.1066284179688","","","",
"Low income","LIC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","22.0289402008057","21.9393997192383","21.9507904052734","22.1236000061035","21.6902599334717","21.7735595703125","21.9945793151855","22.0638809204102","22.3401908874512","22.6190204620361","23.2786598205566","23.604700088501","23.288990020752","23.4423198699951","23.4705600738525","23.5646095275879","23.238410949707","22.9746208190918","23.0869007110596","22.7210006713867","22.3404293060303","22.146110534668","21.7774200439453","22.0224208831787","21.978120803833","23.0440902709961","23.1434898376465","23.0199394226074","23.1848392486572","23.2441997528076","23.981840133667","24.6040802001953","25.3496208190918","26.1370792388916","27.0148906707764","28.0435600280762","29.4147701263428","30.727970123291","32.4429512023926","33.3405494689941","34.2967300415039","35.115608215332","35.2984199523926","35.6441688537598","37.3298187255859","38.1010589599609","38.6963195800781","39.0196685791016","39.449031829834","39.7601509094238","40.1758995056152","40.5576705932617","","",
"Liechtenstein","LIE","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.1051330566406","","71.5310974121094","73.0310287475586","83.1838607788086","101.754386901855","108.735626220703","119.10669708252","104.899780273438","","","105.445541381836","95.3431396484375","95.9036102294922","98.4496078491211","63.8888893127441","97.4431762695312","98.5148468017578","94.4584426879883","","",
"Sri Lanka","LKA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","39.0413208007812","39.8090286254883","45.5490989685059","60.6993598937988","54.986400604248","56.3904113769531","7.0447301864624","19.7483291625977","","76.1797790527344","76.9055709838867","61.5165405273438","38.7582092285156","69.4259185791016","78.1843109130859","73.055778503418","80.7756576538086","63.4788589477539","","66.9731674194336","69.0421524047852","69.2311935424805","70.9225234985352","","","","","","85.5728607177734","","","90.0266876220703","91.5418472290039","92.512939453125","","93.8855133056641","96.25927734375","93.652587890625","","87.5207672119141","93.7040023803711","92.6600036621094","89.0410003662109","92.5230026245117","92.697998046875","92.6589965820312","91.7170028686523","93.4120025634766","","93.3489990234375","94.8899993896484","96.7220001220703","","",
"Lower middle income","LMC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","40.946231842041","41.0361785888672","41.8980712890625","42.546558380127","43.292350769043","43.8677101135254","44.6015701293945","45.258731842041","46.001880645752","46.6127281188965","47.2560615539551","47.8237380981445","48.5263290405273","49.3628311157227","50.151050567627","50.9752807617188","52.379150390625","54.659309387207","55.7334594726562","56.7713890075684","57.5811309814453","58.8324203491211","60.933349609375","62.2516593933105","64.0755310058594","65.6799926757812","67.7753067016602","68.9470977783203","70.8779220581055","70.818000793457","71.2133331298828","71.0360717773438","71.5955276489258","71.6719512939453","72.5915069580078","73.4494781494141","73.0789413452148","",
"Low & middle income","LMY","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0035285949707","47.1576118469238","47.6745414733887","47.9288215637207","47.9790916442871","48.5330009460449","49.768741607666","50.4842987060547","50.3471908569336","51.0299301147461","51.7013816833496","52.9370994567871","54.0474586486816","55.5166893005371","57.0688705444336","59.0142707824707","61.3004493713379","63.163818359375","64.7444305419922","66.3179473876953","66.0636672973633","67.3352966308594","68.0145568847656","68.8730697631836","70.035888671875","71.3043823242188","71.7289428710938","71.4169311523438","71.5048065185547","71.5471267700195","72.4764633178711","72.0188980102539","71.9924697875977","72.6311264038086","74.050178527832","74.5182876586914","74.2490692138672","",
"Lesotho","LSO","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","6.44866991043091","12.1711702346802","","","","","","","","","","","","","18.3856601715088","18.6976299285889","","","","","","","","","","","24.0813503265381","26.1454906463623","24.9272708892822","26.6896800994873","26.3150596618652","26.9958305358887","28.8017807006836","29.8273105621338","30.8745594024658","30.3704605102539","32.4109992980957","39.217170715332","43.4959983825684","44.4720001220703","44.8668098449707","44.4965705871582","47.1398391723633","","46.1320381164551","46.2022399902344","","","","","48.5641899108887","41.8945999145508",
"Late-demographic dividend","LTE","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7633399963379","58.2360801696777","59.5301284790039","62.7425003051758","64.0806121826172","62.5957107543945","63.237548828125","63.4523086547852","65.1253662109375","67.8635864257812","70.2835006713867","72.8888778686523","75.6824035644531","79.1949768066406","82.2323684692383","84.8474731445312","87.7342910766602","88.5870590209961","90.7371063232422","90.3989486694336","90.6744689941406","90.8477401733398","92.6926498413086","91.841667175293","89.3703308105469","84.632926940918","83.4301605224609","86.1366119384766","85.439811706543","84.7651672363281","87.4011764526367","89.5381164550781","90.9474334716797","90.9969863891602","",
"Lithuania","LTU","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2537231445312","86.5413818359375","77.4859313964844","","61.5784492492676","80.3433685302734","90.5330963134766","96.3496322631836","96.525146484375","","","","","","","","103.043258666992","102.897392272949","106.443908691406","100.820678710938","101.019569396973","101.322776794434","97.9981002807617","99.3967590332031","100.418426513672","100.912040710449","100.245948791504","","",
"Luxembourg","LUX","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","27.7267303466797","24.4154300689697","21.9483795166016","19.7062702178955","39.4907989501953","40.9866104125977","51.9084014892578","53.8827781677246","53.9015998840332","55.4168891906738","","","","","24.5373306274414","","22.6546192169189","21.1680603027344","","","","","","","","","","","","","","","","","","96.9471130371094","94.8109970092773","93.4296798706055","","100.227897644043","99.4515762329102","108.800003051758","102.372177124023","100.174942016602","94.9367065429688","101.175163269043","98.4104309082031","118.519111633301","116.990142822266","100.492378234863","99.3981323242188","","",
"Latvia","LVA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.264289855957","83.6337127685547","86.7671508789062","","","","","","","","","","","","","","","","104.651161193848","99.8735504150391","95.5756301879883","96.2135314941406","98.8085708618164","99.3590469360352","96.8945388793945","98.348388671875","96.9954223632812","95.342399597168","",
"Macao SAR, China","MAC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.401496887207","","72.0737762451172","64.671989440918","","","","","","68.890983581543","69.0499877929688","70.4375686645508","73.7739105224609","79.6100692749023","86.4580917358398","92.7299499511719","91.5862121582031","89.5486297607422","83.1520309448242","83.3403701782227","85.0750503540039","89.3751907348633","93.5390396118164","95.6666717529297","99.6470565795898","99.9565200805664","100.534881591797","96.9534912109375","87.2954483032227","84.5869598388672","85.2708282470703","89.8235321044922","85.375","",
"St. Martin (French part)","MAF","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","11.471079826355","10.8445301055908","9.38027954101562","","11.7549600601196","13.4530000686646","14.1400299072266","16.193790435791","19.645679473877","20.4765796661377","21.0235404968262","","23.448429107666","","25.331090927124","27.2746295928955","27.127799987793","29.0927295684814","31.3259696960449","32.2730102539062","33.1472816467285","31.1903190612793","29.1378402709961","32.2614097595215","32.803581237793","","32.4498405456543","","32.128719329834","33.729679107666","35.339900970459","38.6755790710449","39.7588996887207","41.1600685119629","","46.2296295166016","51.0072288513184","54.6311798095703","60.1194000244141","60.5112800598145","61.4048881530762","61.509838104248","63.4697799682617","66.6901702880859","68.7545013427734","66.5483932495117","64.4375534057617","64.5237731933594","63.8373184204102","66.9741821289062","73.8757934570312","72.2882766723633","",
"Monaco","MCO","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.330856323242","","","","","","","","","","","","","","","","","","","","","","","","154.313095092773","","","","","","","",
"Moldova","MDA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.8534774780273","80.4272003173828","81.9658737182617","86.214111328125","86.260139465332","88.8402862548828","89.0202484130859","86.3181076049805","86.9907989501953","86.8701782226562","87.7534332275391","86.4090805053711","85.1498336791992","83.4075393676758","101.508453369141","104.358016967773","100.700393676758","106.038383483887","107.227249145508","108.665550231934","106.866798400879","106.810562133789","107.081108093262","",
"Madagascar","MDG","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","9.34904956817627","10.1150598526001","","9.58792972564697","9.87254047393799","","","","","","","","","","17.865930557251","","","16.1879501342773","15.6962795257568","15.1571397781372","14.2976999282837","","","11.5947599411011","","12.9081697463989","","","","12.9941701889038","12.4415397644043","12.6199598312378","13.6296701431274","14.7982702255249","17.2272605895996","18.9592208862305","21.03297996521","23.4715099334717","25.4317092895508","27.2469902038574","30.0108203887939","32.2322807312012","36.7994194030762","36.3159599304199","37.3430595397949","35.694751739502","36.3181381225586","36.5870590209961","34.9260902404785","31.5060005187988","34.4819984436035","32.7560005187988","",
"Maldives","MDV","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.4467620849609","81.3800277709961","95.5142364501953","99.3309936523438","","95.3870010375977","88.8840026855469","91.8880004882812","95.7249984741211","92.4649963378906","92.3000030517578","96.5530014038086","96.9509963989258","93.3570022583008","92.3860015869141","","","","",
"Middle East & North Africa","MEA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","29.4553394317627","29.4540691375732","30.3192901611328","30.7044506072998","30.6513004302979","31.6637992858887","32.365650177002","33.48583984375","36.010570526123","36.803279876709","37.6601104736328","38.269229888916","38.7628211975098","39.7133483886719","41.0957794189453","42.9214706420898","44.8592109680176","45.587589263916","47.8883895874023","49.4689598083496","50.8633117675781","51.221321105957","52.8881797790527","54.4171485900879","56.7715301513672","57.9198112487793","58.8908805847168","59.2878189086914","60.3782691955566","61.4425086975098","62.6471214294434","64.1340637207031","66.1593170166016","68.1343612670898","68.435302734375","69.1357879638672","67.4811019897461","67.6753082275391","67.6010131835938","69.5446319580078","69.2952575683594","71.0689163208008","75.0122528076172","71.5180511474609","70.3842697143555","70.3484878540039","70.3088302612305","69.8215637207031","70.2950897216797","71.1070785522461","71.6090469360352","74.2342910766602","73.3889770507812","",
"Mexico","MEX","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","38.0400810241699","39.7163505554199","43.0779113769531","47.080020904541","47.8248481750488","52.3277816772461","54.3484802246094","","61.4466590881348","62.1918106079102","62.6847801208496","63.2408790588379","64.2895965576172","62.4027786254883","60.4574508666992","60.8013191223145","60.905818939209","62.081958770752","63.2573013305664","","68.0309906005859","","","69.4374465942383","","73.7596130371094","76.3489608764648","78.3994216918945","80.4900817871094","80.5547103881836","81.8503570556641","82.5928192138672","84.861572265625","85.1636428833008","85.3706665039062","85.1352386474609","86.537727355957","87.0949401855469","93.2770614624023","96.7191925048828","98.2657775878906","92.5740966796875","91.425666809082","90.8838729858398","92.4205322265625","93.2870101928711","",
"Marshall Islands","MHL","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.749160766602","","","108.735153198242","","","","","84.672737121582","85.7973403930664","91.4429473876953","","114.215690612793","","","","","","","","149.847412109375","160.425537109375","170.982666015625","48.9671897888184","",
"Middle income","MIC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","48.7874794006348","48.9896812438965","49.561840057373","49.912899017334","50.0701713562012","50.7297401428223","52.1729888916016","52.9677505493164","52.8225784301758","53.4596405029297","54.1827812194824","55.5091094970703","56.7824096679688","58.3953590393066","60.0411491394043","62.1137886047363","64.5859222412109","66.7022323608398","68.417610168457","70.0914306640625","69.9672164916992","71.4226837158203","72.1477279663086","73.1638031005859","74.4883499145508","75.914436340332","76.5216598510742","76.2688598632812","76.2268981933594","76.2304000854492","77.3853378295898","76.9454116821289","76.9715270996094","77.7792663574219","79.4523010253906","80.0444869995117","79.834098815918","",
"North Macedonia","MKD","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.165901184082","92.0833892822266","89.8166809082031","87.8016510009766","85.4189224243164","","87.3291397094727","90.0864868164062","91.6463470458984","93.6872482299805","92.2049331665039","90.4183120727539","91.9358291625977","91.564697265625","92.1528930664062","88.6688537597656","87.4955978393555","84.9128494262695","","","","","83.1375198364258","","78.080207824707","79.6521072387695","86.6008224487305","86.9674224853516","86.8480834960938","85.0422210693359","",
"Mali","MLI","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","3.9015998840332","4.02240991592407","4.64312982559204","4.19807004928589","","5.9945502281189","","6.91638994216919","","","6.18981981277466","5.03301000595093","6.01138019561768","5.54219007492065","5.34621000289917","5.30211019515991","4.62276983261108","4.63661003112793","","","","","","","","","","","","","14.6297903060913","15.1481399536133","","","","","","29.0466194152832","32.4565582275391","34.7054710388184","39.059009552002","32.8650016784668","29.2847690582275","32.2114295959473","29.3740692138672","29.2448196411133","28.2608394622803","","","","","","",
"Malta","MLT","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","20.892879486084","29.9103908538818","32.3377418518066","31.3913898468018","46.3403701782227","42.9418716430664","46.8431396484375","47.7246398925781","55.3684616088867","53.5032997131348","40.8270797729492","49.7367401123047","47.5888786315918","48.8619804382324","47.9959106445312","51.1150207519531","42.8757705688477","47.3038291931152","47.8946418762207","46.3770599365234","52.0538711547852","63.1253204345703","63.5632400512695","65.1561965942383","70.942626953125","71.8158111572266","77.4238510131836","77.0569915771484","82.9925003051758","85.9975204467773","84.942626953125","91.7380981445312","95.8029479980469","96.4703826904297","94.7673416137695","98.7943420410156","98.2114410400391","97.0014495849609","94.6770935058594","103.704429626465","102.811569213867","104.105453491211","100.522850036621","99.8421325683594","98.9685668945312","100.049072265625","100.638900756836","100.41584777832","98.523811340332","99.8817672729492","99.8127822875977","98.5491333007812","",
"Myanmar","MMR","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","13.0004997253418","12.1106996536255","13.493709564209","12.873929977417","","","","","","","","","","","","","","","","","","","","","","","","","31.5887908935547","35.147590637207","36.0249710083008","36.6955718994141","36.5821800231934","41.2983589172363","40.6402282714844","42.2527389526367","40.5933799743652","","45.4320182800293","45.8520698547363","","","","54.3150100708008","","59.9793014526367","67.8541564941406","72.3881378173828","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","28.5389099121094","28.5337505340576","29.5143699645996","29.9260692596436","29.8937301635742","30.9615707397461","31.7661399841309","32.9931182861328","35.7791900634766","36.6056213378906","37.3957214355469","37.836368560791","38.1276702880859","38.9036102294922","40.1806907653809","41.9980010986328","44.0200996398926","44.7872009277344","47.1989593505859","48.745548248291","50.1622695922852","50.3729591369629","52.0535316467285","53.5045394897461","55.8467292785645","56.7965087890625","57.7145118713379","58.0797500610352","59.1064796447754","60.1306915283203","61.2398910522461","62.636791229248","64.6034622192383","66.5365982055664","66.5175399780273","67.0664367675781","65.3730316162109","65.5151977539062","65.3876419067383","67.2216186523438","66.3990020751953","68.5880966186523","73.2962493896484","69.2375030517578","67.8633499145508","67.630859375","67.5759124755859","66.9270782470703","67.3636779785156","68.3170700073242","68.9260101318359","71.8605117797852","70.9395294189453","",
"Montenegro","MNE","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5131530761719","94.2015380859375","","","90.4992065429688","93.9825973510742","95.2531585693359","94.518798828125","93.4614410400391","96.327262878418","95.792350769043","94.9183120727539","",
"Mongolia","MNG","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","45.5787200927734","54.4599685668945","62.6067810058594","","75.1783294677734","78.2001495361328","82.3485412597656","","","","","","","","","","","","","","","61.6649589538574","106.4833984375","57.4865798950195","","55.1393089294434","59.6417007446289","64.3841705322266","77.4499664306641","81.0980987548828","85.0759735107422","91.0972366333008","94.4278564453125","95.0849914550781","94.7056198120117","94.6475524902344","108.664840698242","","","","","","","","102.925003051758","96.3919982910156","95.1110000610352","93.2269973754883","95.8619995117188","",
"Northern Mariana Islands","MNP","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","9.38920974731445","","11.0437602996826","10.5051403045654","","","","9.77338981628418","","9.83520984649658","9.72430992126465","9.38613033294678","9.8685302734375","","","","2.86482000350952","3.95884990692139","","5.79301023483276","","7.36339998245239","9.85521030426025","10.8900899887085","13.7704296112061","17.9191398620605","20.092170715332","21.6551609039307","23.454460144043","23.3100891113281","23.4596195220947","23.211389541626","23.7303504943848","","23.9321403503418","","25.5282707214355","34.1240005493164","","42.2451095581055","",
"Mauritania","MRT","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","5.25678014755249","6.07602977752686","7.40218019485474","8.25465965270996","","10.397439956665","","12.4773197174072","11.7921695709229","12.7304801940918","13.1088304519653","11.6499996185303","","10.98118019104","11.4276695251465","10.9709100723267","11.2979202270508","12.7713298797607","","","","13.5176801681519","","16.9229793548584","16.1439990997314","16.3985595703125","16.3080196380615","17.3733806610107","19.7258796691895","16.3372707366943","","15.8279495239258","","","20.1258296966553","","29.5094394683838","32.1375694274902","29.0055809020996","35.4144401550293","40.3257293701172","43.6787490844727","","","","",
"Mauritius","MUS","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","42.8799095153809","43.2222595214844","43.3178100585938","46.5287895202637","47.2347183227539","52.024600982666","63.6866912841797","","56.2694091796875","56.4112091064453","","56.9435386657715","59.9734306335449","53.656551361084","52.1992797851562","53.7762718200684","63.5207786560059","60.522518157959","58.6999206542969","50.9710388183594","56.1559295654297","61.5987014770508","67.9717788696289","66.7004928588867","68.1559677124023","72.951057434082","70.7314605712891","77.7526168823242","74.6174087524414","71.4243774414062","74.7552337646484","74.1776123046875","78.7701797485352","77.736213684082","80.1923294067383","83.424919128418","85.9570007324219","81.8149719238281","83.209846496582","81.0110168457031","81.7555923461914","82.3408737182617","84.3727264404297","87.3542633056641","83.7763595581055","84.4427719116211","86.7647094726562","101.361999511719","130.971786499023","","",
"Malawi","MWI","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","17.5467205047607","20.4016494750977","21.6406192779541","24.393030166626","25.1146907806396","21.6870708465576","29.1068897247314","27.9688396453857","31.2316093444824","31.1207695007324","32.6475601196289","32.283561706543","30.4626502990723","27.9561004638672","27.5912094116211","27.3201999664307","27.3442306518555","29.0772705078125","21.6158790588379","32.9975509643555","23.8401107788086","46.1449089050293","44.4110984802246","","","30.9905490875244","","","","","","18.3961791992188","21.6668891906738","19.4787292480469","20.6390590667725","21.4235095977783","20.1400394439697","20.3626403808594","19.8208808898926","21.7624797821045","23.2999992370605","23.8239994049072","","","","","","20.556999206543","22.0340003967285","",
"Malaysia","MYS","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0754089355469","91.0651321411133","92.4850921630859","88.3346099853516","86.1884307861328","94.6545181274414","89.2163162231445","83.0825271606445","83.1556396484375","83.5619964599609","83.6018829345703","83.0854110717773","84.6214904785156","87.0660018920898","88.1859970092773","84.2519989013672","83.5660018920898","85.0270004272461","81.693000793457","81.4789962768555","80.0820007324219","81.6760025024414","79.6839981079102","80.8430023193359","83.052001953125","",
"North America","NAC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.301536560059","104.359832763672","102.629188537598","102.666458129883","103.034523010254","102.720863342285","103.112312316895","",
"Namibia","NAM","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.606819152832","","50.7943801879883","53.5002708435059","57.3401107788086","57.2369918823242","57.180778503418","57.8406295776367","56.2538795471191","","","","","61.79833984375","61.0490493774414","","56.0499000549316","59.4969787597656","58.3814582824707","","61.7710494995117","65.2942962646484","","70.443000793457","70.9660034179688","76.8634414672852","85.9759979248047","","98.5739974975586","101.660003662109","96.4509963989258","",
"New Caledonia","NCL","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2431297302246","46.1302680969238","47.7806091308594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","0.572300016880035","0.782530009746552","1.06128001213074","1.25428998470306","1.34336996078491","1.36026000976562","1.86628997325897","1.92499995231628","2.37330007553101","","3.73327994346619","","","","","5.38531017303467","","","4.05024003982544","4.51188993453979","4.66614007949829","4.63916015625","","","","","5.97597980499268","","","4.50738000869751","4.57337999343872","4.17455005645752","4.58516979217529","6.47111988067627","6.80958986282349","7.61085987091064","7.29807996749878","8.511549949646","8.63206958770752","8.47698020935059","9.79496955871582","11.2095699310303","12.4736099243164","12.6744003295898","15.8755197525024","17.2668590545654","18.5911102294922","19.8661594390869","18.5278396606445","","17.026050567627","15.5003700256348","13.8420000076294",
"Nigeria","NGA","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.2554302215576","27.3013095855713","","37.6897811889648","","","","","","","45.8547096252441","","","","","","","","","","","","","",
"Nicaragua","NIC","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","19.8573303222656","","","","","","","","20.9953594207764","25.126579284668","21.7840900421143","","27.7217903137207","25.9943408966064","26.2287902832031","28.17746925354","31.603910446167","","","","43.5003890991211","44.6016693115234","45.5753898620605","49.0978584289551","","53.4128189086914","57.7366600036621","57.8638496398926","59.3729209899902","56.3076515197754","","61.1499786376953","","","","","","","","","","","","","",
"Netherlands","NLD","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","52.8713989257812","47.9932289123535","51.3589401245117","53.850269317627","55.4217681884766","55.4075813293457","56.940990447998","57.0615997314453","57.4977111816406","58.676929473877","59.8893394470215","60.1384696960449","59.7581405639648","59.3572616577148","60.6173706054688","62.2087898254395","63.8193893432617","66.404167175293","65.703971862793","67.4476089477539","65.6777191162109","65.7848815917969","","","","","","","62.4997291564941","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Lower secondary completion rate, total (% of relevant age group)","SE.SEC.CMPT.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.933723449707","98.6863708496094","98.6842422485352","98.8233337402344","98.57470703125","98.5452194213867","98.5385894775391","98.6954727172852","98.3271026611328","99.3253326416016","100.378837585449","100.104911804199","99.833381652832","100.055969238281","100.003059387207","100.793441772461","99.6492919921875","99.6954574584961","99.4464111328125","99.8459396362305","99.7864837646484","99.4301300048828","99.5757598876953","99.585807800293","","",
